ano;uf;cod_ibge;municipio;esp_vida;tx_analf_15m;pop;rdpc
1991;23;2307809;MARCO;56,88;53,33;20566;106,61
1991;23;2307908;MARTINÓPOLE;54,59;54,23;3179;88,63
1991;23;2308005;MASSAPÊ;59,33;56,28;23163;144,95
1991;23;2308104;MAURITI;62,73;56,97;34196;86,68
1991;23;2308203;MERUOCA;59,14;45,8;10412;88,2
1991;23;2308302;MILAGRES;61,92;50,51;26881;110,95
1991;23;2308351;MILHÃ;60,14;50,2;11970;69,44
1991;23;2308377;MIRAÍMA;59,33;56,29;9534;68,7
1991;23;2308401;MISSÃO VELHA;60,2;54,25;29051;109,37
1991;23;2308500;MOMBAÇA;58,31;53,76;40996;101,57
1991;23;2308609;MONSENHOR TABOSA;59,76;48,99;15361;74,4
1991;23;2308708;MORADA NOVA;64,84;46,45;57930;123,37
1991;23;2308807;MORAÚJO;59,78;54,2;6071;104,99
1991;23;2308906;MORRINHOS;55,73;48,33;14497;90,25
1991;23;2309003;MUCAMBO;59,33;49,89;11792;90,69
1991;23;2309102;MULUNGU;64,15;46,35;7827;129,1
1991;23;2309201;NOVA OLINDA;59,95;45,3;11249;95,93
1991;23;2309300;NOVA RUSSAS;60,48;48,38;28699;124,88
1991;23;2309409;NOVO ORIENTE;60,79;55,63;27106;100,41
1991;23;2309458;OCARA;58,93;53,2;19828;75,9
1991;23;2309508;ORÓS;59,74;48,4;21874;117,28
1991;23;2309607;PACAJUS;60,84;41,7;31719;180,56
1991;23;2309706;PACATUBA;63,68;24,74;37158;154,65
1991;23;2309805;PACOTI;63,58;45,79;10368;128,18
1991;23;2309904;PACUJÁ;60,61;45,56;4959;225,6
1991;23;2310001;PALHANO;63,26;51;7893;70,44
1991;23;2310100;PALMÁCIA;64,15;44,53;10093;140,63
1991;23;2310209;PARACURU;58,34;40,74;20677;136,41
1991;23;2310258;PARAIPABA;60,73;38,03;19762;146,07
1991;23;2310308;PARAMBU;62,52;55,01;29956;116,46
1991;23;2310407;PARAMOTI;58,33;53,78;10417;83,73
1991;23;2310506;PEDRA BRANCA;56,89;59,69;38639;89,25
1991;23;2310605;PENAFORTE;62,08;40,07;4990;102,88
1991;23;2310704;PENTECOSTE;56,31;44,18;32189;108,62
1991;23;2310803;PEREIRO;61,6;51,49;14733;77,52
1991;23;2310852;PINDORETAMA;60,27;43,34;12386;128,81
1991;23;2310902;PIQUET CARNEIRO;60,57;50,85;13031;95,53
1991;23;2310951;PIRES FERREIRA;57,86;54,19;9262;79
1991;23;2311009;PORANGA;57,86;61,97;11050;79,04
1991;23;2311108;PORTEIRAS;59,95;55,55;14976;106,62
1991;23;2311207;POTENGI;61,29;55,98;8141;94,92
1991;23;2311231;POTIRETAMA;61,6;51,38;5740;85,71
1991;23;2311264;QUITERIANÓPOLIS;60,61;53,76;16812;52,13
1991;23;2311306;QUIXADÁ;61,67;40,88;60876;162,21
1991;23;2311355;QUIXELÔ;59,74;56,43;15661;124,91
1991;23;2311405;QUIXERAMOBIM;62,62;45,83;58591;143,96
1991;23;2311504;QUIXERÉ;63,26;48,25;13284;126,36
1991;23;2311603;REDENÇÃO;60,8;45,28;21524;112,29
1991;23;2311702;RERIUTABA;62,79;51,2;17683;111,55
1991;23;2311801;RUSSAS;63,45;36,66;46201;184,64
1991;23;2311900;SABOEIRO;54,6;62,31;15436;72,1
1991;23;2311959;SALITRE;58,51;68,52;12625;61,77
1991;23;2312007;SANTANA DO ACARAÚ;57,39;52,22;22349;108,78
1991;23;2312106;SANTANA DO CARIRI;59,95;55,76;15252;100,25
1991;23;2312205;SANTA QUITÉRIA;59,76;51,7;40241;87,41
1991;23;2312304;SÃO BENEDITO;57,81;52,41;36430;102,94
1991;23;2312403;SÃO GONÇALO DO AMARANTE;58,34;44,02;29303;119,92
1991;23;2312502;SÃO JOÃO DO JAGUARIBE;63,26;38;7651;143,71
1991;23;2312601;SÃO LUÍS DO CURU;57,88;38,71;10422;156,4
1991;23;2312700;SENADOR POMPEU;56,89;45,77;26330;163,83
1991;23;2312809;SENADOR SÁ;60,86;53,54;6155;91,31
1991;23;2312908;SOBRAL;60,61;38,63;125333;198,63
1991;23;2313005;SOLONÓPOLE;60,14;44,93;16206;99,38
1991;23;2313104;TABULEIRO DO NORTE;63,26;42,64;25097;180,2
1991;23;2313203;TAMBORIL;59,76;52,74;25513;87,15
1991;23;2313252;TARRAFAS;58,66;59,19;10058;44,65
1991;23;2313302;TAUÁ;63,19;48,9;50605;125,18
1991;23;2313351;TEJUÇUOCA;59,08;55,92;11801;74,45
1991;23;2313401;TIANGUÁ;60,26;50,36;43465;155,91
1991;23;2313500;TRAIRI;62,15;49,77;36280;91,41
1991;23;2313559;TURURU;60,83;50,85;10473;78,08
1991;23;2313609;UBAJARA;59,44;47,44;23066;123,67
1991;23;2313708;UMARI;55,16;48,82;7750;62,65
1991;23;2313757;UMIRIM;54,59;51,09;14682;91,43
1991;23;2313807;URUBURETAMA;60,83;42,27;12729;125,41
1991;23;2313906;URUOCA;59,78;61,09;10004;83,91
1991;23;2313955;VARJOTA;62,79;45,54;13321;131,22
1991;23;2314003;VÁRZEA ALEGRE;59,73;48,13;31130;85,75
1991;23;2314102;VIÇOSA DO CEARÁ;59,67;61,21;40615;88,06
1991;24;2400109;ACARI;63,6;34,64;11130;179,82
1991;24;2400208;AÇU;60,78;41,26;43088;195,46
1991;24;2400307;AFONSO BEZERRA;58,7;49,27;10548;106,02
1991;24;2400406;ÁGUA NOVA;56,57;54,24;2309;123,58
1991;24;2400505;ALEXANDRIA;61,28;49,48;14527;143,22
1991;24;2400604;ALMINO AFONSO;59,52;41,25;5643;123,1
1991;24;2400703;ALTO DO RODRIGUES;61,08;40,57;8186;132,02
1991;24;2400802;ANGICOS;63,87;43,91;11543;129,47
1991;24;2400901;ANTÔNIO MARTINS;60,1;38,96;7543;94,59
1991;24;2401008;APODI;59,76;45,11;31058;133,8
1991;24;2401107;AREIA BRANCA;61,08;31;20940;195,35
1991;24;2401206;ARÊS;56,67;48,92;11083;123,54
1991;24;2401305;AUGUSTO SEVERO;54,84;49,81;9559;95,44
1991;24;2401404;BAÍA FORMOSA;60,78;44,69;7167;130,77
1991;24;2401453;BARAÚNA;56,36;57,12;15463;119,37
1991;24;2401503;BARCELONA;57,57;54,25;3629;91,93
1991;24;2401602;BENTO FERNANDES;57,86;53,87;4463;76,87
1991;24;2401651;BODÓ;55,55;60,51;2753;61,8
1991;24;2401701;BOM JESUS;63,29;53,23;7174;117,81
1991;24;2401800;BREJINHO;59,82;59,23;7621;114,68
1991;24;2401859;CAIÇARA DO NORTE;57,51;45,83;6227;97,76
1991;24;2401909;CAIÇARA DO RIO DO VENTO;54,11;42,05;2616;75,81
1991;24;2402006;CAICÓ;66,59;29,26;49780;272,98
1991;24;2402105;CAMPO REDONDO;57,57;51,08;9326;111,74
1991;24;2402204;CANGUARETAMA;55,34;51,56;22833;113,99
1991;24;2402303;CARAÚBAS;55,9;45,39;20203;108,69
1991;24;2402402;CARNAÚBA DOS DANTAS;65,1;28,85;5121;162,42
1991;24;2402501;CARNAUBAIS;58,26;48,82;7441;143,78
1991;24;2402600;CEARÁ-MIRIM;59,06;43,47;51810;146,85
1991;24;2402709;CERRO CORÁ;54,94;48,26;10480;91,45
1991;24;2402808;CORONEL EZEQUIEL;61,54;56,89;5893;79,25
1991;24;2402907;CORONEL JOÃO PESSOA;56,57;52,5;4725;66,81
1991;24;2403004;CRUZETA;61,93;36,53;7549;189,52
1991;24;2403103;CURRAIS NOVOS;64,51;32,27;39707;235,86
1991;24;2403202;DOUTOR SEVERIANO;56,57;47,91;6427;80,89
1991;24;2403251;PARNAMIRIM;65,1;25,35;61748;292,35
1991;24;2403301;ENCANTO;58,32;42,87;4700;88,25
1991;24;2403400;EQUADOR;61,93;42,58;5565;119,1
1991;24;2403509;ESPÍRITO SANTO;54,83;62,01;10075;91,61
1991;24;2403608;EXTREMOZ;60,47;37,07;14830;159,08
1991;24;2403707;FELIPE GUERRA;55,75;38,88;5929;155,8
1991;24;2403756;FERNANDO PEDROZA;54,43;55,35;2874;72,24
1991;24;2403806;FLORÂNIA;60,49;46,19;9296;111,6
1991;24;2403905;FRANCISCO DANTAS;56,51;48,56;3267;98,5
1991;24;2404002;FRUTUOSO GOMES;59,84;38,55;4642;91,73
1991;24;2404101;GALINHOS;58,26;54,53;1261;111,81
1991;24;2404200;GOIANINHA;57,69;52,45;17400;144,86
1991;24;2404309;GOVERNADOR DIX-SEPT ROSADO;55,9;39,86;10383;134,73
1991;24;2404408;GROSSOS;61,2;42,78;7219;137,2
1991;24;2404507;GUAMARÉ;60,78;49,18;5575;157,72
1991;24;2404606;IELMO MARINHO;57,12;61,36;9106;105,3
1991;24;2404705;IPANGUAÇU;55,7;51,49;10695;96,4
1991;24;2404804;IPUEIRA;61,98;32,45;1701;175,97
1991;24;2404853;ITAJÁ;57,18;49,24;5453;103,82
1991;24;2404903;ITAÚ;61,28;37,44;4865;161,52
1991;24;2405009;JAÇANÃ;58,19;49,93;5441;90,92
1991;24;2405108;JANDAÍRA;53,88;55,91;5416;94,46
1991;24;2405207;JANDUÍS;56,67;45,3;5945;107,26
1991;24;2405306;JANUÁRIO CICCO;57,12;53,11;6627;110,51
1991;24;2405405;JAPI;57,8;55,61;6067;89,76
1991;24;2405504;JARDIM DE ANGICOS;58,7;49,13;2435;111,3
1991;24;2405603;JARDIM DE PIRANHAS;64,66;44,32;9879;197,95
1991;24;2405702;JARDIM DO SERIDÓ;62,01;32,04;11798;185,51
1991;24;2405801;JOÃO CÂMARA;60,49;50,04;25757;136,35
1991;24;2405900;JOÃO DIAS;59,36;57,75;2649;84,23
1991;24;2406007;JOSÉ DA PENHA;59,16;51,98;5492;84,05
1991;24;2406106;JUCURUTU;57,69;50,66;14583;134,37
1991;24;2406155;JUNDIÁ;58,11;60,9;3326;82,36
1991;24;2406205;LAGOA D'ANTA;55,7;55,14;5068;93,19
1991;24;2406304;LAGOA DE PEDRAS;59,54;67,29;5037;80,13
1991;24;2406403;LAGOA DE VELHOS;56,17;39,93;1960;114,86
1991;24;2406502;LAGOA NOVA;55,66;52,28;10777;87,44
1991;24;2406601;LAGOA SALGADA;58,7;56,97;6130;99,7
1991;24;2406700;LAJES;55,1;45,99;8586;134,98
1991;24;2406809;LAJES PINTADAS;61,82;43,97;4447;89,02
1991;24;2406908;LUCRÉCIA;59,36;44;2958;120,84
1991;24;2407005;LUÍS GOMES;61,24;49,68;8774;98,74
1991;24;2407104;MACAÍBA;59,06;44,39;43223;156,26
1991;24;2407203;MACAU;60,78;32,55;25733;209,69
1991;24;2407252;MAJOR SALES;60,21;52,28;2521;75,82
1991;24;2407302;MARCELINO VIEIRA;56,51;51,22;8739;77,64
1991;24;2407401;MARTINS;60,1;37,35;8000;121,31
1991;24;2407500;MAXARANGUAPE;55,59;48,75;6060;149,12
1991;24;2407609;MESSIAS TARGINO;55,34;47,63;3381;105,86
1991;24;2407708;MONTANHAS;54,43;58,21;9576;125,52
1991;24;2407807;MONTE ALEGRE;61,61;57,62;15771;113,82
1991;24;2407906;MONTE DAS GAMELEIRAS;61,82;57,9;2747;96,81
1991;24;2408003;MOSSORÓ;63,87;28,3;190785;258,72
1991;24;2408102;NATAL;66,59;17,06;591135;496,15
1991;24;2408201;NÍSIA FLORESTA;58,73;41,99;13889;206,79
1991;24;2408300;NOVA CRUZ;57,69;53,18;29876;133,72
1991;24;2408409;OLHO-D'ÁGUA DO BORGES;60,02;45,99;4547;112,12
1991;24;2408508;OURO BRANCO;62,01;34,06;4521;145,7
1991;24;2408607;PARANÁ;57,57;58,62;3510;87,2
1991;24;2408706;PARAÚ;54,84;47,31;3990;121,41
1991;24;2408805;PARAZINHO;54,43;58,39;3937;83,78
1991;24;2408904;PARELHAS;64,51;30,92;17353;157,35
1991;24;2408953;RIO DO FOGO;55,55;52,61;7437;129,46
1991;24;2409100;PASSA E FICA;57,18;62,46;6515;102,39
1991;24;2409209;PASSAGEM;63,3;51;2811;92,63
1991;24;2409308;PATU;59,52;43,45;11676;144,38
1991;24;2409332;SANTA MARIA;57,1;54,44;2972;84,78
1991;24;2409407;PAU DOS FERROS;64,51;33,08;20493;265,43
1991;24;2409506;PEDRA GRANDE;55,55;57,69;3451;99,99
1991;24;2409605;PEDRA PRETA;54,94;46,55;2710;112,46
1991;24;2409704;PEDRO AVELINO;56,31;56,65;11384;107,68
1991;24;2409803;PEDRO VELHO;62,01;53,2;12682;127,31
1991;24;2409902;PENDÊNCIAS;54,84;45,15;10943;144,94
1991;24;2410009;PILÕES;59,03;49,02;2138;142,98
1991;24;2410108;POÇO BRANCO;60,49;58,88;10447;105,15
1991;24;2410207;PORTALEGRE;56,9;44,51;6294;89,49
1991;24;2410256;PORTO DO MANGUE;57,18;53,9;2947;127,87
1991;24;2410306;PRESIDENTE JUSCELINO;58,3;60,54;5988;109,56
1991;24;2410405;PUREZA;54,94;54,82;6803;88,15
1991;24;2410504;RAFAEL FERNANDES;60,54;35,19;3332;118,31
1991;24;2410603;RAFAEL GODEIRO;56,47;43,03;2979;95,24
1991;24;2410702;RIACHO DA CRUZ;57,97;43,37;2518;102,96
1991;24;2410801;RIACHO DE SANTANA;57,1;47,55;3980;57,73
1991;24;2410900;RIACHUELO;61,61;48,74;5805;82,92
1991;24;2411007;RODOLFO FERNANDES;60,54;49,5;5240;87,29
1991;24;2411056;TIBAU;59,16;45,91;2044;102,01
1991;24;2411106;RUY BARBOSA;56,62;57,08;3304;56,94
1991;24;2411205;SANTA CRUZ;60,79;43,44;28509;144,57
1991;24;2411403;SANTANA DO MATOS;55,1;53,85;14370;76,33
1991;24;2411429;SANTANA DO SERIDÓ;61,98;32,18;2495;113,01
1991;24;2411502;SANTO ANTÔNIO;61,61;52,3;19136;146,33
1991;24;2411601;SÃO BENTO DO NORTE;57,51;51,6;2570;110,13
1991;24;2411700;SÃO BENTO DO TRAIRÍ;61,2;51,08;3217;90,42
1991;24;2411809;SÃO FERNANDO;61,24;44,51;3491;142,79
1991;24;2411908;SÃO FRANCISCO DO OESTE;59,03;47,68;2778;136,55
1991;24;2412005;SÃO GONÇALO DO AMARANTE;60,94;35,81;45885;165,07
1991;24;2412104;SÃO JOÃO DO SABUGI;64,66;35,35;5445;183,88
1991;24;2412203;SÃO JOSÉ DE MIPIBU;60,54;45,66;27874;153,66
1991;24;2412302;SÃO JOSÉ DO CAMPESTRE;57,57;53,57;11784;125,58
1991;24;2412401;SÃO JOSÉ DO SERIDÓ;65,1;34,53;3203;179,89
1991;24;2412500;SÃO MIGUEL;56,89;51,43;18172;116,78
1991;24;2412559;SÃO MIGUEL DO GOSTOSO;55,66;67,93;5646;73,31
1991;24;2412609;SÃO PAULO DO POTENGI;57,18;47,2;11524;124,4
1991;24;2412708;SÃO PEDRO;63,87;56,19;7013;107,82
1991;24;2412807;SÃO RAFAEL;60,02;51,7;7806;110,31
1991;24;2412906;SÃO TOMÉ;55,59;50,44;11379;102,34
1991;24;2413003;SÃO VICENTE;55,55;40,78;5316;122,87
1991;24;2413102;SENADOR ELÓI DE SOUZA;54,83;60,15;4309;78,59
1991;24;2413201;SENADOR GEORGINO AVELINO;56,88;46,01;2663;124,83
1991;24;2413300;SERRA DE SÃO BENTO;59,54;58,45;6287;58,34
1991;24;2413359;SERRA DO MEL;55,75;42,57;7939;98,32
1991;24;2413409;SERRA NEGRA DO NORTE;61,98;49,72;7452;160,18
1991;24;2413508;SERRINHA;57,12;58,74;6755;67,74
1991;24;2413557;SERRINHA DOS PINTOS;59,36;44,81;4267;71,23
1991;24;2413607;SEVERIANO MELO;60,94;52,62;10397;102,28
1991;24;2413706;SÍTIO NOVO;60,21;54,93;4579;74,78
1991;24;2413805;TABOLEIRO GRANDE;58,73;41,77;2059;124,88
1991;24;2413904;TAIPU;55,55;59,83;10432;91,03
1991;24;2414001;TANGARÁ;57,9;48,31;10191;127,56
1991;24;2414100;TENENTE ANANIAS;57,69;53,77;9529;84,38
1991;24;2414159;TENENTE LAURENTINO CRUZ;53,88;51,45;3115;65,75
1991;24;2414209;TIBAU DO SUL;63,6;51,89;5957;123,67
1991;24;2414308;TIMBAÚBA DOS BATISTAS;64,66;33,07;1928;202,24
1991;24;2414407;TOUROS;54,06;56,02;21323;112,2
1991;24;2414456;TRIUNFO POTIGUAR;54,83;59,83;2827;77,6
1991;24;2414506;UMARIZAL;60,02;40,05;11010;151,23
1991;24;2414605;UPANEMA;54,84;44,85;8634;112,57
1991;24;2414704;VÁRZEA;59,52;52,27;5203;127,81
1991;24;2414753;VENHA-VER;55,66;61,79;3040;83,04
1991;24;2414803;VERA CRUZ;55,12;60,16;7951;132,82
1991;24;2414902;VIÇOSA;58,28;42,59;1309;80,58
1991;24;2415008;VILA FLOR;56,62;52,57;2271;119,12
1991;25;2500106;ÁGUA BRANCA;53,46;47,53;8175;63,19
1991;25;2500205;AGUIAR;55,5;56,65;6759;88,31
1991;25;2500304;ALAGOA GRANDE;62,48;57,68;30011;146
1991;25;2500403;ALAGOA NOVA;56,02;51,2;15527;101,82
1991;25;2500502;ALAGOINHA;57,18;62,29;11894;85,31
1991;25;2500536;ALCANTIL;61,08;53,66;4001;120,11
1991;25;2500577;ALGODÃO DE JANDAÍRA;56,37;62,12;2214;69,71
1991;25;2500601;ALHANDRA;55,25;55,62;13305;130,29
1991;25;2500700;SÃO JOÃO DO RIO DO PEIXE;56,63;47,88;18066;72,24
1991;25;2500734;AMPARO;59,07;48,94;1784;61,38
1991;25;2500775;APARECIDA;61,76;56,5;6347;91,96
1991;25;2500809;ARAÇAGI;54,85;62,63;18927;85,87
1991;25;2500908;ARARA;53,46;61,81;11832;119,91
1991;25;2501005;ARARUNA;54,8;58,96;15252;122,14
1991;25;2501104;AREIA;61,94;54,59;27966;128,02
1991;25;2501153;AREIA DE BARAÚNAS;52,42;62,24;1802;51,03
1991;25;2501203;AREIAL;55,81;43,14;6055;162,74
1991;25;2501302;AROEIRAS;55,02;60,16;19789;100,16
1991;25;2501351;ASSUNÇÃO;56,68;45,82;2442;84,7
1991;25;2501401;BAÍA DA TRAIÇÃO;57,51;56,51;5324;87,08
1991;25;2501500;BANANEIRAS;63,28;60,95;23404;117
1991;25;2501534;BARAÚNA;58,49;62,88;2418;69,78
1991;25;2501575;BARRA DE SANTANA;57,18;51,65;8553;125,48
1991;25;2501609;BARRA DE SANTA ROSA;55,01;58,44;13317;88,15
1991;25;2501708;BARRA DE SÃO MIGUEL;53,83;45,01;4986;138,55
1991;25;2501807;BAYEUX;63,8;32,96;79966;160,46
1991;25;2501906;BELÉM;61,63;55,87;15601;106,02
1991;25;2502003;BELÉM DO BREJO DO CRUZ;57,18;60,48;8109;103,08
1991;25;2502052;BERNARDINO BATISTA;58,13;57,83;1693;43,96
1991;25;2502102;BOA VENTURA;59,19;49,94;5587;82,07
1991;25;2502151;BOA VISTA;63,8;34,11;4321;166,13
1991;25;2502201;BOM JESUS;56,17;47,9;1735;112,51
1991;25;2502300;BOM SUCESSO;61,94;51,24;6204;96,01
1991;25;2502409;BONITO DE SANTA FÉ;56,63;52,56;8946;91,03
1991;25;2502508;BOQUEIRÃO;57,18;44,91;14858;149,93
1991;25;2502607;IGARACY;58,96;47,74;6245;62,12
1991;25;2502706;BORBOREMA;55,72;54,01;4184;119,97
1991;25;2502805;BREJO DO CRUZ;61,92;48,65;12107;116,36
1991;25;2502904;BREJO DOS SANTOS;55,02;49,58;6226;85,43
1991;25;2503001;CAAPORÃ;55,25;51,21;14928;106,68
1991;25;2503100;CABACEIRAS;59,29;29,48;4229;133,54
1991;25;2503209;CABEDELO;64,25;28,7;28441;255,62
1991;25;2503308;CACHOEIRA DOS ÍNDIOS;56,63;49,17;8736;73,57
1991;25;2503407;CACIMBA DE AREIA;55,5;51,05;3275;85,81
1991;25;2503506;CACIMBA DE DENTRO;57,4;62,96;16002;95,65
1991;25;2503555;CACIMBAS;51,87;65,62;5792;54,8
1991;25;2503605;CAIÇARA;54,51;56,52;7014;85,09
1991;25;2503704;CAJAZEIRAS;65,29;36,93;49537;188,52
1991;25;2503753;CAJAZEIRINHAS;57,18;62,76;3306;87,53
1991;25;2503803;CALDAS BRANDÃO;53,46;59,89;5253;102,25
1991;25;2503902;CAMALAÚ;59,07;47,56;4271;102,79
1991;25;2504009;CAMPINA GRANDE;60,13;24,36;315708;302,81
1991;25;2504033;CAPIM;52,65;72,43;4224;87,89
1991;25;2504074;CARAÚBAS;57,18;47,29;3311;112,39
1991;25;2504108;CARRAPATEIRA;61,76;44,27;1497;112,7
1991;25;2504157;CASSERENGUE;54,77;74,68;5883;74,47
1991;25;2504207;CATINGUEIRA;56,78;60,7;6347;69,74
1991;25;2504306;CATOLÉ DO ROCHA;61,94;40,95;25649;125,13
1991;25;2504355;CATURITÉ;56,02;43,32;4413;106,27
1991;25;2504405;CONCEIÇÃO;59,19;52,51;19115;83,41
1991;25;2504504;CONDADO;60,51;44,52;6485;107,97
1991;25;2504603;CONDE;60,95;52,81;10228;111,04
1991;25;2504702;CONGO;63,7;48,88;5146;88,73
1991;25;2504801;COREMAS;56,84;54,61;15127;117,39
1991;25;2504850;COXIXOLA;59,07;38,86;1778;91,05
1991;25;2504900;CRUZ DO ESPÍRITO SANTO;56,17;61,93;12603;112,04
1991;25;2505006;CUBATI;55,5;46,31;6251;86,08
1991;25;2505105;CUITÉ;54,85;54,75;19840;94,33
1991;25;2505204;CUITEGI;55,44;60,33;6973;82,23
1991;25;2505238;CUITÉ DE MAMANGUAPE;53,22;65,75;5775;81,56
1991;25;2505279;CURRAL DE CIMA;53,6;67,91;5383;63,89
1991;25;2505303;CURRAL VELHO;59,19;54,15;2903;100,46
1991;25;2505352;DAMIÃO;54,11;74,84;5793;62,02
1991;25;2505402;DESTERRO;53,6;50,21;7235;87,8
1991;25;2505501;VISTA SERRANA;61,15;41,43;3052;171,32
1991;25;2505600;DIAMANTE;59,19;57,58;7950;57,25
1991;25;2505709;DONA INÊS;58,49;64,04;10438;99,59
1991;25;2505808;DUAS ESTRADAS;57,18;55,34;4861;89,11
1991;25;2505907;EMAS;56,02;53,08;3129;76,37
1991;25;2506004;ESPERANÇA;63,12;46,95;27415;138,03
1991;25;2506103;FAGUNDES;56,33;54,93;13862;75,28
1991;25;2506202;FREI MARTINHO;57,24;44,6;2638;128,75
1991;25;2506251;GADO BRAVO;55,02;59,38;8887;66,67
1991;25;2506301;GUARABIRA;64,12;40,33;47757;173,4
1991;25;2506400;GURINHÉM;55,44;63,4;14660;81,62
1991;25;2506509;GURJÃO;61,08;40,22;3963;113,09
1991;25;2506608;IBIARA;59,19;56,94;6566;51,83
1991;25;2506707;IMACULADA;51,87;54,73;10401;76,97
1991;25;2506806;INGÁ;55,02;57,1;17256;107,51
1991;25;2506905;ITABAIANA;56,21;46,54;26288;137,12
1991;25;2507002;ITAPORANGA;59,19;41,38;19664;114,09
1991;25;2507101;ITAPOROROCA;56,75;63,62;13420;110,18
1991;25;2507200;ITATUBA;55,02;58,78;9095;99,32
1991;25;2507309;JACARAÚ;53,19;60,39;13798;95,97
1991;25;2507408;JERICÓ;61,94;49,93;7708;115,05
1991;25;2507507;JOÃO PESSOA;64,6;18,36;481527;483,07
1991;25;2507606;JUAREZ TÁVORA;56,43;58,07;5624;116,63
1991;25;2507705;JUAZEIRINHO;55,02;46,57;13095;93,65
1991;25;2507804;JUNCO DO SERIDÓ;53,94;43,81;5733;90,5
1991;25;2507903;JURIPIRANGA;51,86;60,47;9395;99,53
1991;25;2508000;JURU;55,64;56,82;10511;51,29
1991;25;2508109;LAGOA;55,02;54,22;5751;62,22
1991;25;2508208;LAGOA DE DENTRO;57,18;58,97;7304;113,35
1991;25;2508307;LAGOA SECA;56,33;43,12;21396;200,74
1991;25;2508406;LASTRO;58,11;52,57;3265;43,7
1991;25;2508505;LIVRAMENTO;55,44;41,47;6177;71,04
1991;25;2508554;LOGRADOURO;56,02;61,3;3503;76,64
1991;25;2508604;LUCENA;60,95;57,67;7659;98,6
1991;25;2508703;MÃE D'ÁGUA;52,42;54,28;4250;67,7
1991;25;2508802;MALTA;59,83;47,82;6019;106,82
1991;25;2508901;MAMANGUAPE;54,13;50,25;33770;144,33
1991;25;2509008;MANAÍRA;56,55;54,32;11350;78,52
1991;25;2509057;MARCAÇÃO;51,26;73,43;5317;90,92
1991;25;2509107;MARI;51,86;60,01;20610;107,62
1991;25;2509156;MARIZÓPOLIS;57,41;48,58;4884;85,8
1991;25;2509206;MASSARANDUBA;58,73;57,03;12030;109,15
1991;25;2509305;MATARACA;54,13;51,26;5508;118,21
1991;25;2509339;MATINHAS;54,75;53,44;6714;77,16
1991;25;2509370;MATO GROSSO;55,02;65,31;1698;71,27
1991;25;2509396;MATURÉIA;53,46;58,25;4425;99,22
1991;25;2509404;MOGEIRO;54,44;59,08;13279;78,43
1991;25;2509503;MONTADAS;55,26;45,52;3835;63,16
1991;25;2509602;MONTE HOREBE;61,76;50,54;4035;118,8
1991;25;2509701;MONTEIRO;57,27;47,65;26946;130,18
1991;25;2509800;MULUNGU;58;58,91;9976;91,14
1991;25;2509909;NATUBA;52,11;65,03;11606;102,74
1991;25;2510006;NAZAREZINHO;56,82;47,83;6976;68,69
1991;25;2510105;NOVA FLORESTA;55,15;47,25;8562;115,91
1991;25;2510204;NOVA OLINDA;56,37;55,08;6188;69,68
1991;25;2510303;NOVA PALMEIRA;57,24;44,7;3312;101,75
1991;25;2510402;OLHO D'ÁGUA;58,06;50,95;8460;87,51
1991;25;2510501;OLIVEDOS;54,51;43,09;3387;94,83
1991;25;2510600;OURO VELHO;56,16;43,62;2826;86,09
1991;25;2510659;PARARI;56,16;40,58;1769;72,16
1991;25;2510709;PASSAGEM;60,74;47,29;1305;90,85
1991;25;2510808;PATOS;60,16;32,55;80350;223,35
1991;25;2510907;PAULISTA;61,76;52,36;10980;110,95
1991;25;2511004;PEDRA BRANCA;59,19;43,69;3543;67,76
1991;25;2511103;PEDRA LAVRADA;52,72;51,95;6655;89,4
1991;25;2511202;PEDRAS DE FOGO;58,5;60,15;24819;150,94
1991;25;2511301;PIANCÓ;58,38;50,16;15209;98,86
1991;25;2511400;PICUÍ;57,24;48,54;16383;136,51
1991;25;2511509;PILAR;55,01;57,24;9477;94,16
1991;25;2511608;PILÕES;59,93;62,79;7878;104,45
1991;25;2511707;PILÕEZINHOS;60,13;60,34;5391;69,69
1991;25;2511806;PIRPIRITUBA;57,23;53,2;10161;103,74
1991;25;2511905;PITIMBU;56,84;51,97;9437;112,63
1991;25;2512002;POCINHOS;58,38;51,16;14440;108,62
1991;25;2512036;POÇO DANTAS;56,63;68,98;2985;63,18
1991;25;2512077;POÇO DE JOSÉ DE MOURA;56,63;50,51;3903;41,71
1991;25;2512101;POMBAL;59,83;43,87;30107;177,92
1991;25;2512200;PRATA;56,02;42,95;3311;95,54
1991;25;2512309;PRINCESA ISABEL;59,43;44,85;16281;116,63
1991;25;2512408;PUXINANÃ;59,68;48,23;11551;117,95
1991;25;2512507;QUEIMADAS;58,51;46,12;33561;99,14
1991;25;2512606;QUIXABÁ;54,44;58,18;1388;66,39
1991;25;2512705;REMÍGIO;57,96;48,77;14906;157,29
1991;25;2512721;PEDRO RÉGIS;55,5;66,18;4422;76,93
1991;25;2512747;RIACHÃO;57,18;66,41;2499;47,18
1991;25;2512754;RIACHÃO DO BACAMARTE;56,8;59,59;4414;100,32
1991;25;2512762;RIACHÃO DO POÇO;55,01;58,83;2742;74,49
1991;25;2512788;RIACHO DE SANTO ANTÔNIO;53,83;56,15;1263;121,42
1991;25;2512804;RIACHO DOS CAVALOS;55,02;55,61;8897;76,71
1991;25;2512903;RIO TINTO;56,75;49,49;21718;138,5
